timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T01:49:00+00:00,6540.0,gradual_warming-20273476-438739b17b58,3,ml,8.6754,True,EXCURSION_RISK,0.5794630440507061,EXCURSION_RISK,10.0,600.0,False,not due,0.7480830008717021,ok,99.21999999999976
2026-01-01T01:50:00+00:00,6600.0,gradual_warming-20273476-438739b17b58,3,ml,8.7909,True,EXCURSION_RISK,0.6444996849515371,EXCURSION_RISK,10.0,600.0,False,not due,0.8279579997179098,ok,99.21699999999976
2026-01-01T01:51:00+00:00,6660.0,gradual_warming-20273476-438739b17b58,3,ml,8.7556,True,EXCURSION_RISK,0.46310744069361665,EXCURSION_RISK,10.0,600.0,True,interval due,0.8754589998716256,ok,99.20399999999975
2026-01-01T01:52:00+00:00,6720.0,gradual_warming-20273476-438739b17b58,3,ml,8.8145,True,EXCURSION_RISK,0.5396455676908261,EXCURSION_RISK,10.0,600.0,False,not due,0.8395830009249039,ok,99.20099999999975
2026-01-01T01:53:00+00:00,6780.0,gradual_warming-20273476-438739b17b58,3,ml,8.8362,True,EXCURSION_RISK,0.604930723843639,EXCURSION_RISK,10.0,600.0,False,not due,0.8795000012469245,ok,99.19799999999975
2026-01-01T01:54:00+00:00,6840.0,gradual_warming-20273476-438739b17b58,3,ml,8.85,True,EXCURSION_RISK,0.5430513327820654,EXCURSION_RISK,10.0,600.0,False,not due,0.8594589999120217,ok,99.19499999999975
2026-01-01T01:55:00+00:00,6900.0,gradual_warming-20273476-438739b17b58,3,ml,8.8615,True,EXCURSION_RISK,0.5638773379664836,EXCURSION_RISK,10.0,600.0,False,not due,0.778417001129128,ok,99.19199999999975
2026-01-01T01:56:00+00:00,6960.0,gradual_warming-20273476-438739b17b58,3,ml,8.944,True,EXCURSION_RISK,0.5784565762519751,EXCURSION_RISK,10.0,600.0,False,not due,0.7780830001138384,ok,99.18899999999975
2026-01-01T01:57:00+00:00,7020.0,gradual_warming-20273476-438739b17b58,3,ml,8.9392,True,EXCURSION_RISK,0.6079616297384197,EXCURSION_RISK,10.0,600.0,False,not due,0.884458000655286,ok,99.18599999999975
2026-01-01T01:58:00+00:00,7080.0,gradual_warming-20273476-438739b17b58,3,ml,9.0074,True,EXCURSION_RISK,0.673056005123634,EXCURSION_RISK,10.0,600.0,False,not due,0.8031249999476131,ok,99.18299999999975
2026-01-01T01:59:00+00:00,7140.0,gradual_warming-20273476-438739b17b58,3,ml,9.0921,True,EXCURSION_RISK,0.7289723479426553,EXCURSION_RISK,10.0,600.0,False,not due,0.7691669998166617,ok,99.17999999999975
